번호,센터명,위도,경도,은행,편의점,지하철 개수,지하철 점수,지하철등급,국도(km),고속도로(km),도로점수,도로등급
1032,마리오-2패션타워,37.4786655892567,126.886359745228,A,A,8,55.86,B,2.23,5.03,3.09,C
1033,민주디앤씨,37.4793070919007,126.878030103063,A,A,5,64.06,A,2.02,7.6,3.19,C
1034,백상스타타워1차,37.4802922049834,126.88535918952,A,A,8,67.46,A,2.71,8.08,4.06,D
1035,백상스타타워2차,37.4824897740492,126.877468658946,A,A,6,58.0,B,2.44,7.38,3.67,D
1036,벽산/경인디지털밸리2차,37.4842727380658,126.877864191236,A,A,7,51.84,B,2.44,7.38,3.67,D
1037,벽산디지털밸리5차,37.4766904956944,126.885807751804,A,A,6,54.83,B,2.47,2.8,2.62,C
1038,벽산디지털밸리6차,37.4844348713493,126.879043545815,A,A,8,52.19,B,2.65,7.36,3.9,D
1039,비젼파크,37.4734470265836,126.888051632773,A,A,7,37.63,C,2.96,3.28,3.11,C
1040,삼성IT해링턴타워,37.4792558240328,126.885968913358,A,A,8,60.16,A,2.64,8.01,3.97,D
1041,서울데이터허브,37.4757133553574,126.887882064531,A,A,6,47.03,C,2.78,3.11,2.94,C
1042,스타밸리,37.4817022667777,126.884878783069,A,A,8,71.34,A,2.89,7.94,4.24,D
1043,승일벤처타워,37.4801013702093,126.879649860028,A,A,7,66.59,A,2.12,7.7,3.32,C
1044,신한이노플렉스,37.4787313912489,126.88161677034,A,A,6,72.53,A,2.24,5.86,3.24,C
1045,아이에스비즈타워,37.4728673372167,126.883231536832,A,A,5,46.47,C,2.02,2.35,2.17,B
1046,알에스엠타워,37.4712667408568,126.883645289022,A,A,6,39.21,C,2.02,2.35,2.17,B
1047,에스비즈니스센터,37.4694551385315,126.883430714302,A,B,6,37.99,C,2.43,2.76,2.58,B
1048,에스티엑스브이타워,37.4772210700632,126.883744364931,A,A,6,61.3,A,1.83,2.16,1.98,B
1049,에이스 가산 포휴(FORHU),37.4851954222541,126.878701874226,A,A,7,51.94,B,2.94,7.08,4.15,D
1050,에이스가산타워,37.4760850422676,126.880102409973,A,A,5,57.46,B,1.57,1.9,1.72,A
1051,에이스비즈포레,37.4831703491065,126.877163517948,A,A,6,55.59,B,2.44,7.38,3.67,D
1052,에이스태세라타워,37.4727072171225,126.882675022428,A,A,5,45.93,C,2.02,2.35,2.17,B
1053,에이스테크노타워10차,37.4829126756967,126.881142202525,A,A,8,68.45,A,3.26,8.0,4.63,E
1054,에이스하이엔드7차(주),37.474204348377,126.881155881237,A,A,5,50.43,B,1.88,2.2,2.03,B
1055,에이스하이엔드8차(주),37.4733762348401,126.885448209812,A,A,6,42.94,C,2.25,2.58,2.4,B
1056,에이스하이엔드타워10차,37.4688015015018,126.887474922038,A,A,6,49.13,B,2.71,3.69,3.12,C
1057,에이스하이엔드타워3차,37.4781453769101,126.881708592297,A,A,6,67.95,A,2.24,2.56,2.39,B
1058,에이스하이엔드타워5차,37.4854050341095,126.879973658368,A,A,8,51.77,B,3.53,8.39,4.97,E
1059,에이스하이엔드타워6차,37.4760174588825,126.886105541069,A,A,6,51.32,B,2.47,2.8,2.62,C
1060,에이스하이엔드타워9차,37.4858574307271,126.878388283314,A,A,9,42.95,C,3.02,7.03,4.22,D
1061,에이스하이엔드타워클래식,37.4740163182804,126.888755200732,A,A,6,41.4,C,2.93,3.25,3.08,C
1062,에이스한솔타워,37.4712136551352,126.88640663727,A,A,6,40.88,C,3.03,3.38,3.2,C
1063,엘리시아,37.4779269200438,126.88605617708,A,A,8,53.32,B,2.23,2.55,2.38,B
1064,우림라이온스밸리,37.479970085901,126.882507193785,A,A,9,85.26,A,2.24,7.52,3.45,C
1065,우림라이온스밸리2차,37.4668308071783,126.888325559629,A,A,6,70.93,A,1.84,3.37,2.38,B
1066,월드메르디앙벤처센터,37.4777129647089,126.885346510446,A,A,8,54.21,B,2.5,2.83,2.65,C
1067,월드메르디앙벤처센터2차,37.478757192413,126.878716916891,A,A,5,65.27,A,2.02,5.82,3.0,C
1068,이노플렉스1차,37.4788910439224,126.881341222888,A,A,6,72.92,A,2.24,7.52,3.45,C
1069,이앤씨드림타워7차,37.4800501505716,126.887091856829,A,A,8,57.75,B,2.64,8.01,3.97,D
1070,이앤씨드림타워8차,37.4699180594303,126.885624975215,A,A,6,41.59,C,2.22,2.99,2.55,B
1071,지밸리더리브스마트타워,37.4716353552539,126.883473790858,A,A,6,39.54,C,2.02,2.35,2.17,B
1072,케이원타워,37.4826834514628,126.878214900622,A,A,7,57.21,B,2.44,7.38,3.67,D
1073,코오롱디지털에스턴,37.4845683486085,126.880408493039,A,A,8,56.32,B,3.37,7.89,4.72,E
1074,코오롱테크노밸리,37.4804178401782,126.886796782167,A,A,8,59.92,A,2.64,8.01,3.97,D
1075,태림M타워,37.4794964879533,126.878646530152,A,A,5,67.1,A,2.02,7.6,3.19,C
1076,파트너스타워,37.473185321999,126.884349663456,A,A,5,47.25,C,2.25,2.58,2.4,B
1077,하우스디 가산퍼스타,37.4830133528243,126.876605691335,A,A,7,50.0,B,2.44,7.38,3.67,D
1078,하우스디 와이즈타워,37.4723348896328,126.884105207709,A,A,6,40.88,C,2.25,2.58,2.4,B
1079,한국전자협동,37.4784666838285,126.880462309648,A,A,5,70.53,A,2.02,2.34,2.17,B
1080,한라시그마밸리,37.4729880033114,126.881173747031,A,A,5,46.23,C,1.07,1.4,1.21,A
1081,한라원앤원타워,37.477018989077,126.879620660625,A,A,5,60.89,A,1.57,1.9,1.72,A
1082,한섬아파트형공장,37.4799251830847,126.885595704991,A,A,8,64.83,A,2.71,8.08,4.06,D
1083,한신IT타워2차,37.479576025975,126.885858420601,A,A,8,62.06,A,2.71,8.08,4.06,D
1084,한화비즈메트로2차,37.4724034266996,126.881531225746,A,A,5,44.65,C,2.15,2.47,2.3,B
1085,현대지식산업센터 가산퍼블릭,37.475909689633,126.887035228464,A,A,6,49.25,B,2.78,3.11,2.94,C
1086,현대테라타워 가산DK,37.4809658980168,126.87939465182,A,A,7,66.17,A,2.15,7.74,3.37,C
1087,호서대벤처타워,37.4722689242186,126.885945388079,A,A,7,37.26,C,3.03,3.38,3.2,C
1088,중계 제1공단,37.6434541435272,127.06965656165,B,C,7,44.67,C,1.56,6.12,2.49,B
1089,하계테크노타운,37.6416800519777,127.071255324494,B,B,7,40.39,C,1.41,6.06,2.29,B
1090,디지털 엠파이어 지식산업센터,37.6833841238602,127.048330017205,C,B,6,56.85,B,0.98,2.82,1.45,A
1091,지식산업센터,37.6833841238602,127.048330017205,C,B,6,56.85,B,0.98,2.82,1.45,A
1092,DMC도시형공장(첨단산업센터),37.5847783870434,126.885934156936,B,B,4,34.23,D,0.96,3.31,1.49,A
1093,마포 출판인쇄 스마트앵커,37.5641584870161,126.909058476891,B,A,12,41.31,C,1.53,10.0,2.65,C
1094,(주)삼우,37.5411069088729,127.060789605427,A,A,7,51.06,B,0.97,10.0,1.77,A
1095,SH센터,37.5430992695866,127.060123949966,A,A,7,54.44,B,1.06,10.0,1.92,A
1096,SK,37.5454602011316,127.049554263252,A,A,9,59.38,A,1.5,10.0,2.61,C
1097,Y-TOWER,37.546939757335,127.060693289423,A,B,10,41.1,C,1.58,10.0,2.73,C
1098,남영아파트형공장(변경전:아주),37.5479737926583,127.051278027231,A,A,13,45.15,C,1.7,10.0,2.91,C
1099,대군인더스타운,37.5419905211535,127.061654811743,A,A,7,52.21,B,0.96,10.0,1.75,A
1100,더리브 세종타워,37.543733880933,127.057885109599,A,A,8,62.92,A,1.28,10.0,2.27,B
1101,더스페이스 타워,37.5512728287216,127.04641319946,A,A,14,46.18,C,1.67,10.0,2.86,C
1102,동진아이티타워,37.5500118314781,127.050698094143,A,A,14,40.94,C,1.94,10.0,3.25,C
1103,두앤캔하우스,37.5483591249929,127.045395871317,A,A,12,56.93,B,1.51,10.0,2.62,C
1104,메타모르포,37.5484673822394,127.050809079252,A,A,13,45.8,C,1.78,10.0,3.02,C
1105,백영성수센터,37.5453881858892,127.05046525176,A,A,9,56.5,B,1.46,10.0,2.55,B
1106,블루스톤 타워,37.5443642270566,127.05267349133,A,A,10,52.58,B,1.41,10.0,2.47,B
1107,삼성문화,37.5461666146774,127.060509005031,A,A,10,43.15,C,1.5,10.0,2.61,C
1108,삼풍,37.5476624529858,127.051587310868,A,A,12,46.7,C,1.85,10.0,3.12,C
1109,삼환디지털벤처타워,37.5471779543528,127.064318816322,A,A,10,38.81,C,1.47,10.0,2.56,B
1110,생각공장데시앙플렉스,37.5465738640447,127.064595086462,A,A,10,40.05,C,1.4,10.0,2.46,B
1111,서울숲 AK밸리,37.5493425388829,127.051187528281,A,A,14,40.92,C,1.91,10.0,3.21,C
1112,서울숲 L-Tower,37.5482247316656,127.046002114108,A,A,11,62.79,A,1.37,10.0,2.41,B
1113,서울숲 드림타워,37.5405559767703,127.056182561475,A,A,8,46.69,C,1.02,10.0,1.85,A
1114,서울숲 비즈포레,37.546767845111,127.045228673946,A,A,11,61.49,A,1.2,10.0,2.14,B
1115,서울숲 엠타워(성수동656-334),37.5440787431275,127.046568176169,A,A,7,71.99,A,1.06,10.0,1.92,A
1116,서울숲 코리아 IT센터,37.5478811150817,127.053830670028,A,A,11,45.35,C,2.0,10.0,3.33,C
1117,서울숲 코오롱 1차,37.5425753399197,127.051956987054,A,A,9,49.42,B,1.31,10.0,2.32,B
1118,서울숲 한라시그마밸리,37.5402640310949,127.055081162801,A,A,9,42.22,C,0.93,10.0,1.7,A
1119,서울숲 한라에코밸리,37.5436434849641,127.046301876845,A,A,7,73.86,A,0.92,10.0,1.68,A
1120,서울숲IT밸리,37.5474161533844,127.050256139048,A,A,13,50.1,B,1.67,10.0,2.86,C
1121,서울숲에이원센터,37.5496436343707,127.050391960918,A,A,14,42.47,C,1.91,10.0,3.21,C
1122,서울숲에이타워,37.5461812859821,127.048650710618,A,A,10,64.61,A,1.53,10.0,2.65,C
1123,서울숲코오롱디지털타워2차,37.5415782559635,127.053454772098,A,A,9,46.96,C,1.08,10.0,1.95,B
1124,서울숲코오롱디지털타워3차,37.5468671338669,127.049714298071,A,A,10,59.86,A,1.7,10.0,2.91,C
1125,서울숲한라시그마밸리II,37.5397765770088,127.054527049807,A,A,8,42.95,C,0.85,10.0,1.57,A
1126,서울제일인쇄협동조합,37.5476752795384,127.059020791645,A,B,10,42.43,C,1.67,10.0,2.86,C
1127,성수 AK밸리,37.5415110040339,127.057559549221,A,A,8,50.77,B,1.09,10.0,1.97,B
1128,성수 SK V1 center 1,37.5466716767266,127.066124755547,A,A,10,41.35,C,1.26,10.0,2.24,B
1129,성수 SK V1 center Ⅱ,37.5473044534738,127.066596290696,A,A,10,40.72,C,1.06,10.0,1.92,A
1130,성수 선명스퀘어,37.5502193350416,127.05152230544,A,A,14,38.72,C,1.91,10.0,3.21,C
1131,성수 에이팩센터,37.5476987409357,127.057487922732,A,B,10,45.36,C,1.75,10.0,2.98,C
1132,성수동 아이에스 비즈타워,37.5480829992052,127.057524203418,A,B,9,46.2,C,1.75,10.0,2.98,C
1133,성수동 우림e-BIZ Center(변경전:이비즈센타),37.546794400783,127.063315547408,A,A,10,39.11,C,1.4,10.0,2.46,B
1134,성수드림빌드,37.5435948987574,127.058348939384,A,A,8,59.2,A,1.17,10.0,2.09,B
1135,성수씨에프타워,37.5474012886044,127.051918240505,A,A,10,50.85,B,1.85,10.0,3.12,C
1136,성수에이원센터,37.5407058638825,127.059571661298,A,A,7,50.18,B,1.01,10.0,1.83,A
1137,성수역 SK V1 Tower,37.5435923219192,127.055661269808,A,A,8,71.54,A,1.32,10.0,2.33,B
1138,센츄리프라자,37.5440004815699,127.06214960097,A,A,8,48.64,B,1.06,10.0,1.92,A
1139,신한IT타워,37.545889763637,127.048769903801,A,A,9,64.5,A,1.5,10.0,2.61,C
1140,아연디지털타워,37.5447547434484,127.053820614111,A,A,10,58.11,B,1.59,10.0,2.74,C
1141,아주디지털타워,37.5466734481809,127.051949081054,A,A,10,51.68,B,1.74,10.0,2.96,C
1142,에이스성수타워1,37.5475076145477,127.063682001252,A,B,12,33.81,D,1.47,10.0,2.56,B
1143,에이스하이앤드 성수타워,37.5402196364231,127.056741837461,A,A,7,48.73,B,0.92,10.0,1.68,A
1144,영동테크노타워,37.5450420629499,127.055781728956,A,A,11,77.63,A,1.56,10.0,2.7,C
1145,영창디지털타워,37.5467230097547,127.047661024461,A,A,11,77.49,A,1.31,10.0,2.32,B
1146,와이엠타워,37.5471675692893,127.064856094979,A,A,10,39.19,C,1.56,10.0,2.7,C
1147,우영테크노센타,37.5431092675622,127.059596883449,A,A,8,52.45,B,1.06,10.0,1.92,A
1148,윈스타워관리단,37.5461880608611,127.059796797459,A,A,10,45.08,C,1.41,10.0,2.47,B
1149,유원지식산업센터,37.5442490798897,127.055810671932,A,A,9,84.12,A,1.35,10.0,2.38,B
1150,이글타운아파트형공장,37.5468206211275,127.061089593358,A,A,11,38.38,C,1.58,10.0,2.73,C
1151,이레타워,37.5460779659914,127.058341482498,A,A,10,51.27,B,1.53,10.0,2.65,C
1152,제이케이타워,37.5430184231885,127.058381644392,A,A,8,56.47,B,1.23,10.0,2.19,B
1153,지영플라자,37.5466802910223,127.052570561023,A,A,11,48.79,B,1.74,10.0,2.96,C
1154,케이투코라아,37.5465502246803,127.060753287825,A,B,10,41.83,C,1.5,10.0,2.61,C
1155,파브릭 드 모네 성수,37.5408249752065,127.058854603518,A,A,7,50.62,B,1.01,10.0,1.83,A
1156,페코텍 글로벌허브,37.5475909859153,127.066569952666,A,A,10,40.16,C,1.08,10.0,1.95,B
1157,포휴,37.5426630844554,127.04519847143,A,B,6,77.75,A,0.64,10.0,1.2,A
1158,풍림테크원,37.5419376328105,127.060609914143,A,A,7,52.23,B,1.17,10.0,2.09,B
1159,하우스디 세종타워,37.5466735546519,127.052926671067,A,A,11,48.8,B,1.85,10.0,3.12,C
1160,학림비즈니스타워,37.542116264722,127.062918723243,A,A,7,53.29,B,0.83,10.0,1.53,A
1161,한신아크밸리,37.5438726245303,127.061297770805,A,A,8,49.42,B,1.1,10.0,1.98,B
1162,휴먼테코,37.5475836174624,127.065892222193,A,A,10,39.39,C,1.34,10.0,2.36,B
1163,KD70,37.485716829031,127.115735682752,A,A,10,46.33,C,2.15,2.43,2.28,B
1164,KG TOWER,37.4855465409034,127.113972241227,A,B,10,44.24,C,2.35,2.63,2.48,B
1165,PNS홈즈타워,37.4856901909023,127.114407997343,A,B,10,44.88,C,2.15,2.43,2.28,B
1166,문정 대명벨리온,37.4863288139855,127.118711810071,A,A,13,47.11,C,2.32,2.13,2.22,B
1167,문정 에스케이브이원 지엘메트로시티,37.486849655912,127.120433555531,A,A,13,54.74,B,2.32,2.13,2.22,B
1168,문정 현대지식산업센터Ⅰ-1,37.4849247763843,127.118349696765,A,A,11,47.02,C,2.19,2.01,2.1,B
1169,문정 현대지식산업센터Ⅰ-2,37.4853376231766,127.11915154398,A,A,12,48.52,B,2.19,2.01,2.1,B
1170,문정역 테라타워,37.484796411891,127.121516377687,A,A,12,58.03,B,2.15,1.96,2.05,B
1171,문정역2차 SK V1,37.4838373871613,127.121596005265,A,A,12,49.69,B,2.04,1.86,1.95,B
1172,송파 테라타워2,37.4874666935494,127.120140901582,A,A,13,52.5,B,2.62,2.18,2.38,B
1173,송파유탑테크밸리,37.4835293467038,127.121757188604,A,A,12,47.9,B,2.09,1.9,1.99,B
1174,수성 위너스,37.4857873438044,127.116868734225,A,A,10,48.18,B,2.17,2.38,2.27,B
1175,에이치비지니스파크,37.4843577133898,127.116869899292,A,A,22,42.52,C,1.89,2.18,2.02,B
1176,에이치비지니스파크,37.4847320202864,127.116384974613,A,A,22,42.52,C,2.07,2.35,2.2,B
1177,엠스테이트,37.4858221249142,127.120631584468,A,A,14,54.78,B,2.19,2.01,2.1,B
1178,케이디유타워,37.4860691377593,127.11544439629,A,A,10,46.8,C,2.15,2.43,2.28,B
1179,한스빌딩,37.4862033925416,127.115899817709,A,A,10,47.69,C,2.15,2.43,2.28,B
1180,신목동역 LT삼보 지식산업센터 M.OK,37.5421482139082,126.883625633781,B,C,7,58.14,B,1.28,2.69,1.73,A
1181,(미정),37.5106119814969,126.893255899195,B,A,38,56.56,B,2.67,10.0,4.21,D
1182,(미정),37.5103177675071,126.893016761497,B,A,38,56.56,B,2.63,10.0,4.16,D
1183,(미정),37.5111680926092,126.893768271062,B,A,38,56.56,B,2.58,10.0,4.1,D
1184,BH 메타플렉스 양평,37.5244912471883,126.88899309072,B,A,13,53.83,B,0.92,5.5,1.58,A
1185,KLK U-WIN CITY(영등포 유윈시티),37.5253803553531,126.904225120393,A,A,14,50.93,B,1.32,10.0,2.33,B
1186,KnK디지털타워,37.526818563206,126.90414952091,A,A,14,47.14,C,1.22,10.0,2.17,B
1187,URBAN322,37.538910137593,126.890822711973,B,B,8,58.13,B,0.68,5.59,1.21,A
1188,금강펜테리움IT타워,37.5300076958635,126.898061838924,A,B,13,55.79,B,0.69,10.0,1.29,A
1189,당산 SK V1 center,37.5308599778043,126.898299848846,A,B,10,56.45,B,0.93,10.0,1.7,A
1190,당산역 1차 SK V1 Tower,37.5344273982534,126.898716909474,B,A,10,60.26,A,1.29,10.0,2.29,B
1191,당산역 2차 SK V1 Tower,37.5340954483774,126.898482251313,B,A,10,59.44,A,0.88,10.0,1.62,A
1192,동아프라임밸리,37.5241799259177,126.884273593716,B,B,12,51.34,B,1.4,2.28,1.73,A
1193,리드원센터,37.5249922975742,126.893098642445,A,A,13,61.21,A,0.89,10.0,1.63,A
1194,메가벤처타워,37.5173044284877,126.889503030007,B,A,11,50.78,B,1.62,5.9,2.54,B
1195,메타밸리,37.5227481801987,126.88852711412,C,A,13,49.46,B,1.11,5.2,1.83,A
1196,문래 SK V1 Center,37.5179116991034,126.887209600632,B,A,12,46.12,C,1.7,3.07,2.19,B
1197,문래동에이스테크노타워,37.5151307358874,126.895416131461,A,B,11,53.85,B,2.1,10.0,3.47,C
1198,미디어비즈센터,37.526297924913,126.885862050487,B,A,12,68.18,A,1.1,2.63,1.55,A
1199,벽산 디지털밸리,37.5150545282662,126.886083230427,B,B,12,50.32,B,2.03,3.17,2.48,B
1200,빅토리테크노타워,37.5174377321196,126.883914117482,C,B,12,47.06,C,1.97,2.78,2.31,B
1201,생각공장 당산,37.5203796228638,126.897891796921,A,A,14,52.12,B,1.62,10.0,2.79,C
1202,생각공장 영등포(예정),37.5330301966409,126.896614292429,B,B,10,53.89,B,0.63,10.0,1.19,A
1203,선유도 우림라이온스밸리A,37.5386604206858,126.891550843548,B,A,8,64.78,A,0.68,10.0,1.27,A
1204,선유도 우림라이온스밸리B,37.5381263570146,126.891506131872,B,A,8,65.6,A,0.75,10.0,1.4,A
1205,선유도 코오롱디지털타워,37.5399857500722,126.89428760503,B,A,8,59.39,A,0.92,10.0,1.68,A
1206,선유도 투웨니퍼스트밸리,37.5392032762085,126.89038326742,B,B,8,54.62,B,0.83,5.74,1.45,A
1207,선유도역1차 아이에스비즈타워,37.5361654705366,126.891855307052,B,A,10,53.34,B,0.8,10.0,1.48,A
1208,선유도역2차 아이에스비즈타워,37.536219384753,126.894988306442,B,A,8,61.35,A,1.04,10.0,1.88,A
1209,세종앤까뮤스퀘어,37.5412196693569,126.889370096224,B,B,8,45.61,C,0.69,5.91,1.24,A
1210,센터플러스,37.5121175932068,126.897049993873,A,B,13,42.81,C,2.42,10.0,3.9,D
1211,양평 자이비즈타워,37.5240936483353,126.890844080591,B,A,13,53.47,B,0.77,5.53,1.35,A
1212,양평동 이노플렉스,37.5257152009,126.889412227829,C,A,13,53.54,B,0.83,5.5,1.44,A
1213,에이스엔에스타워(에이스NS타워),37.5213161023556,126.885766585841,B,A,11,47.33,C,1.61,2.42,1.93,B
1214,에이스테크노타워,37.5266312589215,126.889038226137,B,B,18,65.78,A,0.83,5.54,1.44,A
1215,에이스하이테크시티,37.5147545773768,126.898947329163,A,B,13,44.15,C,2.25,10.0,3.67,D
1216,에이스하이테크시티2,37.5190678529024,126.885976114878,B,A,12,44.57,C,1.68,2.67,2.06,B
1217,에이스하이테크시티3,37.5254929181019,126.891347611053,B,A,13,54.04,B,0.63,10.0,1.19,A
1218,영등포 C-TOWER,37.5239188165284,126.88299431963,B,B,12,45.57,C,1.62,2.35,1.92,A
1219,영등포 디스테이트,37.5252105918805,126.883185410994,A,B,11,49.99,B,1.48,2.36,1.82,A
1220,영등포 반도아이비밸리,37.5229591381128,126.902191979478,A,A,15,52.58,B,1.47,10.0,2.56,B
1221,영등포자이타워,37.523929017004,126.88793834808,C,A,13,54.03,B,1.07,2.55,1.51,A
1222,우리벤처타운Ⅱ,37.5202878319959,126.890085611282,B,A,12,50.14,B,1.23,5.51,2.01,B
1223,우림e-BIZ센타Ⅱ,37.5257895140652,126.887957625201,B,A,12,62.96,A,1.02,2.65,1.47,A
1224,월드메르디앙비즈센터,37.5256491107078,126.888882432556,C,A,13,55.22,B,0.88,5.44,1.51,A
1225,이앤씨드림타워,37.5266202024549,126.891784919496,B,A,12,54.78,B,0.54,10.0,1.02,A
1226,트리플렉스,37.5194436286198,126.898062637624,A,A,14,51.48,B,1.71,10.0,2.92,C
1227,하우스디비즈[hausD.biz],37.516087306495,126.886789413825,B,B,12,47.92,B,1.98,3.12,2.42,B
1228,하이퍼타워,37.5249594271383,126.89261982176,A,A,13,58.83,A,0.87,10.0,1.6,A
1229,동대문패션비즈센터,37.5663726429189,127.012381502001,A,A,15,69.13,A,3.4,10.0,5.07,E
1230,서울산림 지식산업센터,37.5681883816413,126.996339916205,A,A,15,74.89,A,4.59,10.0,6.29,E
1231,아르스 남산 지식산업센터,37.5640707954008,126.999488963391,A,A,15,66.99,A,4.76,10.0,6.45,E
1232,아시아미디어타워,37.5638219745994,126.992518969586,A,A,15,70.98,A,5.33,10.0,6.95,E
1233,신내 SK V1 center,37.6131203732131,127.112304310516,E,D,4,54.48,B,10.0,2.93,4.53,E
1234,신내 데시앙플렉스,37.6178453698994,127.103701137223,E,D,5,55.87,B,0.33,1.88,0.56,A
1235,신내테크노타운,37.6040328876354,127.087773830917,B,C,15,45.79,C,2.53,3.65,2.99,C
1236,산학연클러스터 지원센터,36.4992716513368,127.329205419861,C,D,0,0.0,E,1.14,10.0,2.05,B
1237,세종대명벨리온,36.4983790807893,127.331215963922,C,D,0,0.0,E,1.02,10.0,1.85,A
1238,3D프린팅 벤처집적 지식산업센터,35.5074049384714,129.303143467629,C,D,2,22.08,D,1.52,4.91,2.32,B
1239,문현기술관,35.487263155717,129.413770422318,C,B,0,0.0,E,2.52,10.0,4.03,D
1240,울산아파트형공장,35.5677656178021,129.36825416906,C,C,0,0.0,E,1.54,10.0,2.67,C
1241,(주)아이밸리,35.5563269546119,129.335071527958,B,D,0,0.0,E,3.98,10.0,5.69,E
1242,울산광역시 중구 복산동 703번지,35.5635632613839,129.322440226962,A,D,0,0.0,E,3.04,10.0,4.66,E
1243,계양DSE,37.5319202907941,126.753256839537,C,D,1,2.77,D,10.0,3.22,4.87,E
1244,구월테크노밸리 지식산업센터 1-1,37.4401987788729,126.709637320098,B,B,6,32.21,D,5.14,2.94,3.74,D
1245,구월테크노밸리 지식산업센터(C동),37.439530036981,126.709633011096,B,C,5,35.6,D,5.26,2.69,3.56,D
1246,구월테크노밸리(B동),37.4398729762158,126.709638691945,B,B,6,31.84,D,5.14,2.94,3.74,D
1247,구월테크노파크 지식산업센터 1-4,37.4391846614073,126.709625870734,B,C,5,35.33,D,5.26,2.69,3.56,D
1248,디딤아파트형공장,37.3998233934974,126.711371485239,A,B,4,62.4,A,2.62,4.74,3.37,C
1249,에스엠피 아파트형공장,37.3996825692161,126.711668940179,A,B,4,60.47,A,2.62,4.74,3.37,C
1250,오성미디컴 지식산업센터,37.3994575174378,126.712233024139,A,B,4,57.5,B,2.62,4.74,3.37,C
1251,창안 지식산업센터,37.3993887770208,126.712977434716,A,B,4,55.23,B,2.82,4.58,3.49,C
1252,GT 센트럴남동 지식산업센터,37.3908209079362,126.686272287507,C,E,2,25.8,D,1.8,4.71,2.6,C
1253,JK루체스타,37.4161250812046,126.70550343267,C,D,6,30.13,D,4.7,2.23,3.02,C
1254,NIC지식산업센터,37.4115944235438,126.695408316731,A,C,8,55.02,B,4.59,3.4,3.91,D
1255,금호오션타워,37.3937422639264,126.678152125251,C,D,3,51.12,B,2.44,3.58,2.9,C
1256,남동 SD타워,37.4112292213251,126.698034771037,A,C,8,48.85,B,4.31,3.43,3.82,D
1257,남동bt센터3차,37.4050413680543,126.690772195934,A,C,8,48.54,B,3.82,4.21,4.01,D
1258,남동산단케이원,37.4220510558491,126.703735149515,C,D,6,38.11,C,5.46,2.09,3.02,C
1259,남동시범공단,37.4106726644162,126.706660313178,A,D,7,28.13,D,3.83,2.99,3.36,C
1260,남동아파트형임대공장,37.3926969456868,126.696676862927,C,E,3,16.87,D,1.55,5.2,2.39,B
1261,남동우리타운,37.3978765431974,126.682233780544,C,E,5,43.3,C,2.98,4.12,3.46,C
1262,남동테크노타워,37.4004298718761,126.70766835965,A,B,3,80.41,A,2.48,4.21,3.12,C
1263,남동테크노파크,37.4115510310981,126.697352241004,A,C,8,50.35,B,4.31,3.43,3.82,D
1264,대주지식산업센터,37.4116425703493,126.707117279739,A,D,7,25.95,D,3.83,2.99,3.36,C
1265,더마크원,37.3999011441724,126.708832777972,A,B,3,77.44,A,2.48,4.21,3.12,C
1266,디에스솔텍(주),37.3979317602414,126.689142836115,A,D,6,29.78,D,2.69,4.88,3.47,C
1267,록키지식산업센터,37.420154997828,126.702172462585,C,D,6,41.34,C,5.36,2.34,3.26,C
1268,성강종합건설(주),37.3848049554311,126.703982590861,C,D,1,4.28,D,10.0,6.35,7.77,E
1269,엘아이 지식산업센터,37.3890768461606,126.700821471478,C,D,1,22.07,D,0.99,4.96,1.65,A
1270,현대프리미어캠퍼스 호구포역,37.3997520571788,126.709761821553,B,B,3,74.39,A,2.54,4.66,3.29,C
1271,형제전기 지식산업센터,37.3989433380005,126.694050069208,A,D,6,29.96,D,2.79,4.38,3.41,C
1272,후이즈스마트타워,37.4000153725839,126.707364470249,A,B,3,75.47,A,2.48,4.21,3.12,C
1273,(주)주안시범공단,37.4707588780705,126.684645376361,B,B,9,49.94,B,1.88,5.55,2.81,C
1274,주안 제이원플렉스,37.4725003004796,126.681638677986,B,C,9,63.95,A,1.02,6.26,1.75,A
1275,주안 제이타워,37.4702423677469,126.676855401603,B,B,9,51.2,B,1.16,5.74,1.93,B
1276,주안 제이타워  2차,37.4743645393452,126.677176354021,B,C,9,47.24,C,0.7,6.25,1.26,A
1277,제이씨전산,37.477987422864,126.667568424312,B,C,7,24.23,D,1.65,5.33,2.52,B
1278,테크노텔,37.4798648622804,126.653554389412,B,C,3,18.03,D,2.53,4.47,3.23,C
1279,인천테크노밸리유1센터,37.5153853708934,126.727265545407,B,B,7,46.94,C,5.06,2.52,3.36,C
1280,(주)우림,37.5174065197307,126.719428331997,B,B,6,66.83,A,3.83,1.29,1.93,A
1281,(주)하나도시개발 남광센트렉스,37.5187774837522,126.720759683337,B,B,6,65.34,A,3.29,0.75,1.22,A
1282,경인센타,37.4736877855465,126.68855374128,B,C,12,31.79,D,1.68,5.74,2.6,C
1283,부평테크노타워,37.5194626705868,126.715352208673,B,D,6,39.74,C,3.73,1.21,1.83,A
1284,부평테크노파크 M2,37.517105732272,126.718429860231,B,B,6,59.74,A,3.83,1.29,1.93,A
1285,부평테크노파크 M3,37.5172486232581,126.71643057622,B,C,6,49.25,B,3.81,1.54,2.19,B
1286,부평테크시티,37.5174065197307,126.719428331997,B,B,6,66.83,A,3.83,1.29,1.93,A
